epoch,train_loss,train_acc,val_loss,val_acc,lr,seconds
1,1.4148918247222901,0.5916666666666667,1.1023242155710855,1.0,0.00019945218953682734,22.04030109999985
2,1.0269118467966716,0.8133333333333334,0.6364140629768371,1.0,0.00019781476007338058,40.456954100000075
3,0.7407332269350687,0.8666666666666667,0.4730205138524373,1.0,0.00019510565162951537,22.509923999999955
4,0.6455849373340606,0.8733333333333333,0.419782563050588,1.0,0.00019135454576426006,21.841645499998776
5,0.5347534871101379,0.9083333333333333,0.3474052906036377,1.0,0.00018660254037844388,24.47617799999898
6,0.5134321471055349,0.9083333333333333,0.3080615043640137,1.0,0.00018090169943749476,21.082991100000072
7,0.5066945576667785,0.91,0.31351696848869326,1.0,0.00017431448254773944,25.07063779999953
8,0.4929806355635325,0.9066666666666666,0.29128416379292804,1.0,0.00016691306063588583,61.87800050000078
9,0.4796852389971415,0.91,0.2734747270743052,1.0,0.00015877852522924732,59.5903629000004
